year,st,stateno,state,exp_public_welfare,gini_coef,welfare_spending_percap,x_chip_pregnantwomen,z_ssi_afdc_families_payments,z_tanf_initialelig
1908,ND,34,North Dakota,NA,NA,NA,NA,NA,NA
1909,ND,34,North Dakota,NA,NA,NA,NA,NA,NA
1910,ND,34,North Dakota,NA,NA,NA,NA,NA,NA
1911,ND,34,North Dakota,NA,NA,NA,NA,NA,NA
1912,ND,34,North Dakota,NA,NA,NA,NA,NA,NA
1913,ND,34,North Dakota,NA,NA,NA,NA,NA,NA
1914,ND,34,North Dakota,NA,NA,NA,NA,NA,NA
1915,ND,34,North Dakota,NA,NA,NA,NA,NA,NA
1916,ND,34,North Dakota,NA,NA,NA,NA,NA,NA
1917,ND,34,North Dakota,NA,0.27694726,NA,NA,NA,NA
1918,ND,34,North Dakota,NA,0.28773487,NA,NA,NA,NA
1919,ND,34,North Dakota,NA,0.29703707,NA,NA,NA,NA
1920,ND,34,North Dakota,NA,0.28649566,NA,NA,NA,NA
1921,ND,34,North Dakota,NA,0.31382358,NA,NA,NA,NA
1922,ND,34,North Dakota,NA,0.3168838,NA,NA,NA,NA
1923,ND,34,North Dakota,NA,0.29680866,NA,NA,NA,NA
1924,ND,34,North Dakota,NA,0.31503937,NA,NA,NA,NA
1925,ND,34,North Dakota,NA,0.33515936,NA,NA,NA,NA
1926,ND,34,North Dakota,NA,0.36844605,NA,NA,NA,NA
1927,ND,34,North Dakota,NA,0.37368292,NA,NA,NA,NA
1928,ND,34,North Dakota,NA,0.37652329,NA,NA,NA,NA
1929,ND,34,North Dakota,NA,0.37694615,NA,NA,NA,NA
1930,ND,34,North Dakota,NA,0.35518244,NA,NA,NA,NA
1931,ND,34,North Dakota,NA,0.36381385,NA,NA,NA,NA
1932,ND,34,North Dakota,NA,0.32650185,NA,NA,NA,NA
1933,ND,34,North Dakota,NA,0.3377772,NA,NA,NA,NA
1934,ND,34,North Dakota,NA,0.3514787,NA,NA,NA,NA
1935,ND,34,North Dakota,NA,0.33982214,NA,NA,NA,NA
1936,ND,34,North Dakota,NA,0.36466613,NA,NA,0,NA
1937,ND,34,North Dakota,NA,0.3597804,NA,NA,586.003,NA
1938,ND,34,North Dakota,NA,0.39738962,NA,NA,586.698,NA
1939,ND,34,North Dakota,NA,0.38079107,NA,NA,555.986,NA
1940,ND,34,North Dakota,NA,0.3547667,NA,NA,538.843,NA
1941,ND,34,North Dakota,NA,0.35175166,NA,NA,519.151,NA
1942,ND,34,North Dakota,NA,0.37641403,NA,NA,494.74,NA
1943,ND,34,North Dakota,NA,0.40037557,NA,NA,548.353,NA
1944,ND,34,North Dakota,NA,0.42744642,NA,NA,667.058,NA
1945,ND,34,North Dakota,NA,0.45451728,NA,NA,760.153,NA
1946,ND,34,North Dakota,NA,0.44133717,NA,NA,843.154,NA
1947,ND,34,North Dakota,NA,0.44684711,NA,NA,818.878,NA
1948,ND,34,North Dakota,NA,0.4367688,NA,NA,935.776,NA
1949,ND,34,North Dakota,NA,0.42104194,NA,NA,1035.12,NA
1950,ND,34,North Dakota,NA,0.4297269,NA,NA,1004.88,NA
1951,ND,34,North Dakota,NA,0.4212504,NA,NA,819.007,NA
1952,ND,34,North Dakota,NA,0.42177346,NA,NA,953.512,NA
1953,ND,34,North Dakota,NA,0.43953666,NA,NA,972.615,NA
1954,ND,34,North Dakota,NA,0.45351803,NA,NA,1052.54,NA
1955,ND,34,North Dakota,NA,0.4917655,NA,NA,1072.91,NA
1956,ND,34,North Dakota,NA,0.45027387,NA,NA,1109.52,NA
1957,ND,34,North Dakota,NA,0.47213998,NA,NA,1185.25,NA
1958,ND,34,North Dakota,NA,0.45173323,NA,NA,1224.36,NA
1959,ND,34,North Dakota,NA,0.46862477,NA,NA,1222.18,NA
1960,ND,34,North Dakota,NA,0.47896254,NA,NA,1188.69,NA
1961,ND,34,North Dakota,NA,0.48657662,NA,NA,1297.54,NA
1962,ND,34,North Dakota,NA,0.45231178,NA,NA,1167.09,NA
1963,ND,34,North Dakota,NA,0.46519732,NA,NA,1258.13,NA
1964,ND,34,North Dakota,NA,0.47678152,NA,NA,1309.58,NA
1965,ND,34,North Dakota,NA,0.4595162,NA,NA,1292.45,NA
1966,ND,34,North Dakota,NA,0.46522847,NA,NA,1282.45,NA
1967,ND,34,North Dakota,NA,0.4628312,NA,NA,1255.29,NA
1968,ND,34,North Dakota,NA,0.4713099,NA,NA,1129.69,NA
1969,ND,34,North Dakota,NA,0.47354734,NA,NA,1102.43,NA
1970,ND,34,North Dakota,NA,0.49596112999999997,NA,NA,1175.96,NA
1971,ND,34,North Dakota,NA,0.46465027,NA,NA,1003.97,NA
1972,ND,34,North Dakota,NA,0.4559235,NA,NA,949.505,NA
1973,ND,34,North Dakota,NA,0.47336525,NA,NA,809.307,NA
1974,ND,34,North Dakota,NA,0.49316746,NA,NA,764.556,NA
1975,ND,34,North Dakota,NA,0.49743044,66.80999756,NA,868.601,NA
1976,ND,34,North Dakota,NA,0.5145815,73.55999756,NA,800.266,NA
1977,ND,34,North Dakota,NA,0.53648579,99.37000275,NA,727.411,NA
1978,ND,34,North Dakota,NA,0.49140021,98.79000092,NA,696.004,NA
1979,ND,34,North Dakota,NA,0.50727808,123.8099976,NA,660.68,NA
1980,ND,34,North Dakota,NA,0.52332395,134.8300018,NA,666.699,NA
1981,ND,34,North Dakota,NA,0.54937631,165.3500061,NA,611.277,NA
1982,ND,34,North Dakota,NA,0.556503,156.1900024,NA,640.373,NA
1983,ND,34,North Dakota,NA,0.556683,172.1999969,NA,615.773,NA
1984,ND,34,North Dakota,NA,0.55369002,209.9400024,NA,679.925,NA
1985,ND,34,North Dakota,NA,0.54938704,261.6400146,NA,642.702,NA
1986,ND,34,North Dakota,NA,0.54641688,258.9700012,NA,622.931,NA
1987,ND,34,North Dakota,NA,0.5494684,341.769989,NA,632.668,NA
1988,ND,34,North Dakota,NA,0.56200421,357.7999878,NA,650.482,NA
1989,ND,34,North Dakota,NA,0.58242953,407.3800049,NA,627.021,NA
1990,ND,34,North Dakota,NA,0.56077176,353.769989,NA,567.667,NA
1991,ND,34,North Dakota,NA,0.56707436,403.3999939,NA,559.57,NA
1992,ND,34,North Dakota,NA,0.55921793,532.6900024,NA,531.124,NA
1993,ND,34,North Dakota,NA,0.54360163,645.6500244,NA,NA,NA
1994,ND,34,North Dakota,NA,0.54540473,570.9099731,NA,NA,NA
1995,ND,34,North Dakota,NA,0.55287707,682.0700073,NA,NA,NA
1996,ND,34,North Dakota,NA,0.57731771,561.9500122,NA,NA,702.491
1997,ND,34,North Dakota,NA,0.55561763,705.6300049,NA,NA,688.916
1998,ND,34,North Dakota,NA,0.56706363,724.7199707,133,NA,1017.24
1999,ND,34,North Dakota,NA,0.55406141,929.3300171,133,NA,997.117
2000,ND,34,North Dakota,NA,0.55314672,851.3200073,133,NA,963.017
2001,ND,34,North Dakota,NA,0.5524258,944.0499878,133,NA,1497.16
2002,ND,34,North Dakota,NA,0.55486262,989.4400024,133,NA,1472.08
2003,ND,34,North Dakota,NA,0.57302564,1029.040039,133,NA,1433.7
2004,ND,34,North Dakota,NA,0.59171164,1073.949951,133,NA,1397.58
2005,ND,34,North Dakota,NA,0.60706723,1079.73999,133,NA,1348.78
2006,ND,34,North Dakota,NA,0.60556251,1104.630005,133,NA,1312.98
2007,ND,34,North Dakota,NA,0.60234255,NA,133,NA,1279.31
2008,ND,34,North Dakota,NA,0.59217995,NA,133,NA,1232.47
2009,ND,34,North Dakota,NA,0.582681,NA,133,NA,1237.42
2010,ND,34,North Dakota,NA,0.5739035,NA,133,NA,1270.47
2011,ND,34,North Dakota,NA,0.58760262,NA,133,NA,1101.93
2012,ND,34,North Dakota,909335,0.61614126,NA,133,NA,1079.27
2013,ND,34,North Dakota,943371,0.59012854,NA,NA,NA,1058.1
2014,ND,34,North Dakota,1059971,NA,NA,NA,NA,NA
2015,ND,34,North Dakota,1335551,NA,NA,NA,NA,NA
2016,ND,34,North Dakota,1570813,NA,NA,NA,NA,NA
2017,ND,34,North Dakota,NA,NA,NA,NA,NA,NA
2018,ND,34,North Dakota,NA,NA,NA,NA,NA,NA
2019,ND,34,North Dakota,NA,NA,NA,NA,NA,NA
2020,ND,34,North Dakota,NA,NA,NA,NA,NA,NA
1900,NE,27,Nebraska,NA,NA,NA,NA,NA,NA
1901,NE,27,Nebraska,NA,NA,NA,NA,NA,NA
1902,NE,27,Nebraska,NA,NA,NA,NA,NA,NA
1903,NE,27,Nebraska,NA,NA,NA,NA,NA,NA
1904,NE,27,Nebraska,NA,NA,NA,NA,NA,NA
1905,NE,27,Nebraska,NA,NA,NA,NA,NA,NA
1906,NE,27,Nebraska,NA,NA,NA,NA,NA,NA
1907,NE,27,Nebraska,NA,NA,NA,NA,NA,NA
1908,NE,27,Nebraska,NA,NA,NA,NA,NA,NA
1909,NE,27,Nebraska,NA,NA,NA,NA,NA,NA
1910,NE,27,Nebraska,NA,NA,NA,NA,NA,NA
1911,NE,27,Nebraska,NA,NA,NA,NA,NA,NA
1912,NE,27,Nebraska,NA,NA,NA,NA,NA,NA
1913,NE,27,Nebraska,NA,NA,NA,NA,NA,NA
1914,NE,27,Nebraska,NA,NA,NA,NA,NA,NA
1915,NE,27,Nebraska,NA,NA,NA,NA,NA,NA
1916,NE,27,Nebraska,NA,NA,NA,NA,NA,NA
1917,NE,27,Nebraska,NA,0.30553299,NA,NA,NA,NA
1918,NE,27,Nebraska,NA,0.30535835,NA,NA,NA,NA
1919,NE,27,Nebraska,NA,0.36109272,NA,NA,NA,NA
1920,NE,27,Nebraska,NA,0.3538529,NA,NA,NA,NA
1921,NE,27,Nebraska,NA,0.37462121,NA,NA,NA,NA
1922,NE,27,Nebraska,NA,0.36515898,NA,NA,NA,NA
1923,NE,27,Nebraska,NA,0.35399124,NA,NA,NA,NA
1924,NE,27,Nebraska,NA,0.36387312,NA,NA,NA,NA
1925,NE,27,Nebraska,NA,0.40665096,NA,NA,NA,NA
1926,NE,27,Nebraska,NA,0.39577287,NA,NA,NA,NA
1927,NE,27,Nebraska,NA,0.41081944,NA,NA,NA,NA
1928,NE,27,Nebraska,NA,0.42462727,NA,NA,NA,NA
1929,NE,27,Nebraska,NA,0.43158132,NA,NA,NA,NA
1930,NE,27,Nebraska,NA,0.41569102,NA,NA,NA,NA
1931,NE,27,Nebraska,NA,0.41198277,NA,NA,NA,NA
1932,NE,27,Nebraska,NA,0.3924613,NA,NA,NA,NA
1933,NE,27,Nebraska,NA,0.40195248,NA,NA,NA,NA
1934,NE,27,Nebraska,NA,0.40653571,NA,NA,NA,NA
1935,NE,27,Nebraska,NA,0.40074322,NA,NA,NA,NA
1936,NE,27,Nebraska,NA,0.41271302,NA,NA,425.21,NA
1937,NE,27,Nebraska,NA,0.403014,NA,NA,358.195,NA
1938,NE,27,Nebraska,NA,0.42903921,NA,NA,418.93,NA
1939,NE,27,Nebraska,NA,0.39733905,NA,NA,422.01,NA
1940,NE,27,Nebraska,NA,0.39387652,NA,NA,541.753,NA
1941,NE,27,Nebraska,NA,0.40434259,NA,NA,518.484,NA
1942,NE,27,Nebraska,NA,0.4281719,NA,NA,469.072,NA
1943,NE,27,Nebraska,NA,0.4043242,NA,NA,454.521,NA
1944,NE,27,Nebraska,NA,0.42942005,NA,NA,445.401,NA
1945,NE,27,Nebraska,NA,0.4545159,NA,NA,703.031,NA
1946,NE,27,Nebraska,NA,0.44879514,NA,NA,942.181,NA
1947,NE,27,Nebraska,NA,0.42662561,NA,NA,754.933,NA
1948,NE,27,Nebraska,NA,0.44007942,NA,NA,843.263,NA
1949,NE,27,Nebraska,NA,0.44074765,NA,NA,864.818,NA
1950,NE,27,Nebraska,NA,0.42475754,NA,NA,827.162,NA
1951,NE,27,Nebraska,NA,0.42428342,NA,NA,828.277,NA
1952,NE,27,Nebraska,NA,0.4185763,NA,NA,825.981,NA
1953,NE,27,Nebraska,NA,0.42415327,NA,NA,881.768,NA
1954,NE,27,Nebraska,NA,0.4448325,NA,NA,841.305,NA
1955,NE,27,Nebraska,NA,0.48522919,NA,NA,857.634,NA
1956,NE,27,Nebraska,NA,0.48239622,NA,NA,879.989,NA
1957,NE,27,Nebraska,NA,0.48429975,NA,NA,850.071,NA
1958,NE,27,Nebraska,NA,0.44026253,NA,NA,849.316,NA
1959,NE,27,Nebraska,NA,0.47098824,NA,NA,946.597,NA
1960,NE,27,Nebraska,NA,0.46316159,NA,NA,926.04,NA
1961,NE,27,Nebraska,NA,0.46427557,NA,NA,965.864,NA
1962,NE,27,Nebraska,NA,0.47107381,NA,NA,932.282,NA
1963,NE,27,Nebraska,NA,0.47611585,NA,NA,962.892,NA
1964,NE,27,Nebraska,NA,0.48932201,NA,NA,825.582,NA
1965,NE,27,Nebraska,NA,0.47490278,NA,NA,908.897,NA
1966,NE,27,Nebraska,NA,0.46118018,NA,NA,784.036,NA
1967,NE,27,Nebraska,NA,0.49706644,NA,NA,938.671,NA
1968,NE,27,Nebraska,NA,0.51106775,NA,NA,917.137,NA
1969,NE,27,Nebraska,NA,0.46829084,NA,NA,834.206,NA
1970,NE,27,Nebraska,NA,0.48339996,NA,NA,836.313,NA
1971,NE,27,Nebraska,NA,0.46907607,NA,NA,770.205,NA
1972,NE,27,Nebraska,NA,0.45620602,NA,NA,728.622,NA
1973,NE,27,Nebraska,NA,0.48887417,NA,NA,664.206,NA
1974,NE,27,Nebraska,NA,0.4886831,NA,NA,728.5,NA
1975,NE,27,Nebraska,NA,0.50177652,78.69000244,NA,759.393,NA
1976,NE,27,Nebraska,NA,0.50172818,78.19000244,NA,707.92,NA
1977,NE,27,Nebraska,NA,0.48623481,85.18000031,NA,812.429,NA
1978,NE,27,Nebraska,NA,0.48237783,100.8300018,NA,777.899,NA
1979,NE,27,Nebraska,NA,0.49585268,114.6100006,NA,696.173,NA
1980,NE,27,Nebraska,NA,0.50623769,121.6800003,NA,709.151,NA
1981,NE,27,Nebraska,NA,0.51506138,133.25,NA,650.466,NA
1982,NE,27,Nebraska,NA,0.53948516,150.8999939,NA,673.511,NA
1983,NE,27,Nebraska,NA,0.55613905,180.1799927,NA,653.893,NA
1984,NE,27,Nebraska,NA,0.55970341,184.7299957,NA,631.897,NA
1985,NE,27,Nebraska,NA,0.55345815,207.4199982,NA,612.667,NA
1986,NE,27,Nebraska,NA,0.54336345,229.2700043,NA,592.741,NA
1987,NE,27,Nebraska,NA,0.54317605,252.8000031,NA,580.7,NA
1988,NE,27,Nebraska,NA,0.55321825,265.519989,NA,583.711,NA
1989,NE,27,Nebraska,NA,0.57143772,288.7900085,NA,564.281,NA
1990,NE,27,Nebraska,NA,0.56573153,315.8999939,NA,534.178,NA
1991,NE,27,Nebraska,NA,0.56949192,373.6000061,NA,512.111,NA
1992,NE,27,Nebraska,NA,0.56580865,440.7099915,NA,494.643,NA
1993,NE,27,Nebraska,NA,0.55336481,500.8500061,NA,NA,NA
1994,NE,27,Nebraska,NA,0.55642974,537.7600098,NA,NA,NA
1995,NE,27,Nebraska,NA,0.55983633,559.9099731,NA,NA,NA
1996,NE,27,Nebraska,NA,0.58001643,592.0200195,NA,NA,609.822
1997,NE,27,Nebraska,NA,0.56467193,622.2399902,NA,NA,595.195
1998,NE,27,Nebraska,NA,0.57767129,667.25,185,NA,859.091
1999,NE,27,Nebraska,NA,0.57402503,673.5300293,185,NA,839.949
2000,NE,27,Nebraska,NA,0.58252788,814.1199951,185,NA,811.256
2001,NE,27,Nebraska,NA,0.56626642,877.9099731,185,NA,819.805
2002,NE,27,Nebraska,NA,0.5703969,963.0499878,185,NA,850.985
2003,NE,27,Nebraska,NA,0.58047187,1043.47998,185,NA,829.687
2004,NE,27,Nebraska,NA,0.58924532,1090.180054,185,NA,807.664
2005,NE,27,Nebraska,NA,0.60091585,1121.560059,185,NA,855.802
2006,NE,27,Nebraska,NA,0.6052959,1119.790039,185,NA,832.263
2007,NE,27,Nebraska,NA,0.60422122,NA,185,NA,860.604
2008,NE,27,Nebraska,NA,0.59720856,NA,185,NA,828.124
2009,NE,27,Nebraska,NA,0.58884543,NA,185,NA,866.664
2010,NE,27,Nebraska,NA,0.5845421,NA,185,NA,853.015
2011,NE,27,Nebraska,NA,0.57982641,NA,185,NA,826.565
2012,NE,27,Nebraska,2268148,0.60201102,NA,185,NA,843.372
2013,NE,27,Nebraska,2517272,0.58258343,NA,NA,NA,826.836
2014,NE,27,Nebraska,2639731,NA,NA,NA,NA,NA
2015,NE,27,Nebraska,2626032,NA,NA,NA,NA,NA
2016,NE,27,Nebraska,2638151,NA,NA,NA,NA,NA
2017,NE,27,Nebraska,NA,NA,NA,NA,NA,NA
2018,NE,27,Nebraska,NA,NA,NA,NA,NA,NA
2019,NE,27,Nebraska,NA,NA,NA,NA,NA,NA
2020,NE,27,Nebraska,NA,NA,NA,NA,NA,NA
1900,NH,29,New Hampshire,NA,NA,NA,NA,NA,NA
1901,NH,29,New Hampshire,NA,NA,NA,NA,NA,NA
1902,NH,29,New Hampshire,NA,NA,NA,NA,NA,NA
1903,NH,29,New Hampshire,NA,NA,NA,NA,NA,NA
1904,NH,29,New Hampshire,NA,NA,NA,NA,NA,NA
1905,NH,29,New Hampshire,NA,NA,NA,NA,NA,NA
1906,NH,29,New Hampshire,NA,NA,NA,NA,NA,NA
1907,NH,29,New Hampshire,NA,NA,NA,NA,NA,NA
1908,NH,29,New Hampshire,NA,NA,NA,NA,NA,NA
1909,NH,29,New Hampshire,NA,NA,NA,NA,NA,NA
1910,NH,29,New Hampshire,NA,NA,NA,NA,NA,NA
1911,NH,29,New Hampshire,NA,NA,NA,NA,NA,NA
1912,NH,29,New Hampshire,NA,NA,NA,NA,NA,NA
1913,NH,29,New Hampshire,NA,NA,NA,NA,NA,NA
1914,NH,29,New Hampshire,NA,NA,NA,NA,NA,NA
1915,NH,29,New Hampshire,NA,NA,NA,NA,NA,NA
1916,NH,29,New Hampshire,NA,NA,NA,NA,NA,NA
1917,NH,29,New Hampshire,NA,0.48403284,NA,NA,NA,NA
1918,NH,29,New Hampshire,NA,0.42521313,NA,NA,NA,NA
1919,NH,29,New Hampshire,NA,0.40119332,NA,NA,NA,NA
1920,NH,29,New Hampshire,NA,0.36543605,NA,NA,NA,NA
1921,NH,29,New Hampshire,NA,0.38012508,NA,NA,NA,NA
1922,NH,29,New Hampshire,NA,0.40825772,NA,NA,NA,NA
1923,NH,29,New Hampshire,NA,0.37039527,NA,NA,NA,NA
1924,NH,29,New Hampshire,NA,0.41521308,NA,NA,NA,NA
1925,NH,29,New Hampshire,NA,0.45769882,NA,NA,NA,NA
1926,NH,29,New Hampshire,NA,0.47381964,NA,NA,NA,NA
1927,NH,29,New Hampshire,NA,0.50897574,NA,NA,NA,NA
1928,NH,29,New Hampshire,NA,0.519171,NA,NA,NA,NA
1929,NH,29,New Hampshire,NA,0.51234984,NA,NA,NA,NA
1930,NH,29,New Hampshire,NA,0.46647069,NA,NA,NA,NA
1931,NH,29,New Hampshire,NA,0.44897798,NA,NA,NA,NA
1932,NH,29,New Hampshire,NA,0.43205249,NA,NA,NA,NA
1933,NH,29,New Hampshire,NA,0.44938841,NA,NA,NA,NA
1934,NH,29,New Hampshire,NA,0.44637707,NA,NA,NA,NA
1935,NH,29,New Hampshire,NA,0.44598523,NA,NA,NA,NA
1936,NH,29,New Hampshire,NA,0.47697335,NA,NA,540.995,NA
1937,NH,29,New Hampshire,NA,0.46879056,NA,NA,553.801,NA
1938,NH,29,New Hampshire,NA,0.46357194,NA,NA,578.867,NA
1939,NH,29,New Hampshire,NA,0.45487094,NA,NA,629.953,NA
1940,NH,29,New Hampshire,NA,0.40108651,NA,NA,668.61,NA
1941,NH,29,New Hampshire,NA,0.41448784,NA,NA,636.009,NA
1942,NH,29,New Hampshire,NA,0.41972181,NA,NA,638.854,NA
1943,NH,29,New Hampshire,NA,0.35446239,NA,NA,684.779,NA
1944,NH,29,New Hampshire,NA,0.39066434,NA,NA,664.641,NA
1945,NH,29,New Hampshire,NA,0.42686629,NA,NA,811.931,NA
1946,NH,29,New Hampshire,NA,0.43473452,NA,NA,821.871,NA
1947,NH,29,New Hampshire,NA,0.43129081,NA,NA,755.614,NA
1948,NH,29,New Hampshire,NA,0.38902858,NA,NA,742.793,NA
1949,NH,29,New Hampshire,NA,0.41437507,NA,NA,771.152,NA
1950,NH,29,New Hampshire,NA,0.40823081,NA,NA,799.142,NA
1951,NH,29,New Hampshire,NA,0.40419242,NA,NA,824.745,NA
1952,NH,29,New Hampshire,NA,0.41213465,NA,NA,813.481,NA
1953,NH,29,New Hampshire,NA,0.40593839,NA,NA,972.19,NA
1954,NH,29,New Hampshire,NA,0.40589699,NA,NA,977.134,NA
1955,NH,29,New Hampshire,NA,0.42327735,NA,NA,1032.56,NA
1956,NH,29,New Hampshire,NA,0.41502243,NA,NA,1064.02,NA
1957,NH,29,New Hampshire,NA,0.40930071,NA,NA,1064.97,NA
1958,NH,29,New Hampshire,NA,0.42613789,NA,NA,1134.05,NA
1959,NH,29,New Hampshire,NA,0.43048689,NA,NA,1125.36,NA
1960,NH,29,New Hampshire,NA,0.41928583,NA,NA,1126.46,NA
1961,NH,29,New Hampshire,NA,0.42290324,NA,NA,1153.56,NA
1962,NH,29,New Hampshire,NA,0.41268587,NA,NA,1138.25,NA
1963,NH,29,New Hampshire,NA,0.43061641,NA,NA,1198.58,NA
1964,NH,29,New Hampshire,NA,0.42923206,NA,NA,1206.44,NA
1965,NH,29,New Hampshire,NA,0.45439956,NA,NA,1203.58,NA
1966,NH,29,New Hampshire,NA,0.45419803,NA,NA,1028.2,NA
1967,NH,29,New Hampshire,NA,0.44292569,NA,NA,934.459,NA
1968,NH,29,New Hampshire,NA,0.45290241,NA,NA,982.85,NA
1969,NH,29,New Hampshire,NA,0.48496613,NA,NA,922.291,NA
1970,NH,29,New Hampshire,NA,0.42852074,NA,NA,1075.85,NA
1971,NH,29,New Hampshire,NA,0.45958361,NA,NA,953.041,NA
1972,NH,29,New Hampshire,NA,0.44743773,NA,NA,941.398,NA
1973,NH,29,New Hampshire,NA,0.4721458,NA,NA,888.926,NA
1974,NH,29,New Hampshire,NA,0.46023566,NA,NA,842.619,NA
1975,NH,29,New Hampshire,NA,0.45661721,82.80999756,NA,769.086,NA
1976,NH,29,New Hampshire,NA,0.44503087,88.43000031,NA,714.331,NA
1977,NH,29,New Hampshire,NA,0.46858349,93.13999939,NA,637.931,NA
1978,NH,29,New Hampshire,NA,0.44473332,97.05999756,NA,685.968,NA
1979,NH,29,New Hampshire,NA,0.46400133,112.9899979,NA,664.107,NA
1980,NH,29,New Hampshire,NA,0.45333752,143.9199982,NA,598.695,NA
1981,NH,29,New Hampshire,NA,0.46183863000000003,158.0700073,NA,551.379,NA
1982,NH,29,New Hampshire,NA,0.46441078,162.2899933,NA,530.119,NA
1983,NH,29,New Hampshire,NA,0.46564755,172.0599976,NA,533.436,NA
1984,NH,29,New Hampshire,NA,0.46665195,180.1300049,NA,548.179,NA
1985,NH,29,New Hampshire,NA,0.47431794,185.6000061,NA,551.453,NA
1986,NH,29,New Hampshire,NA,0.48732105,204.1799927,NA,537.448,NA
1987,NH,29,New Hampshire,NA,0.50549883,231.2400055,NA,623.042,NA
1988,NH,29,New Hampshire,NA,0.52643633,233.4900055,NA,600.372,NA
1989,NH,29,New Hampshire,NA,0.55138338,265.7000122,NA,592.349,NA
1990,NH,29,New Hampshire,NA,0.5428983,295.9599915,NA,585.878,NA
1991,NH,29,New Hampshire,NA,0.55133653,359.7999878,NA,573.385,NA
1992,NH,29,New Hampshire,NA,0.55505323,842.0599976,NA,539.373,NA
1993,NH,29,New Hampshire,NA,0.55616379,818.9500122,NA,NA,NA
1994,NH,29,New Hampshire,NA,0.54683542,954.5599976,NA,NA,NA
1995,NH,29,New Hampshire,NA,0.55095428,822.7999878,NA,NA,NA
1996,NH,29,New Hampshire,NA,0.56771618,850.8400269,NA,NA,1106.21
1997,NH,29,New Hampshire,NA,0.56609166,771.2399902,NA,NA,794.173
1998,NH,29,New Hampshire,NA,0.56822133,779.6699829,185,NA,782.368
1999,NH,29,New Hampshire,NA,0.57370365,788.8099976,185,NA,767.135
2000,NH,29,New Hampshire,NA,0.59176975,868.1099854,185,NA,809.61
2001,NH,29,New Hampshire,NA,0.55485088,846.4000244,185,NA,789.01
2002,NH,29,New Hampshire,NA,0.545304,766.7999878,185,NA,799.568
2003,NH,29,New Hampshire,NA,0.53993928,925,185,NA,773.769
2004,NH,29,New Hampshire,NA,0.54431456,1115.189941,185,NA,748.082
2005,NH,29,New Hampshire,NA,0.55202401,1182.140015,185,NA,720.011
2006,NH,29,New Hampshire,NA,0.56197393,1066.050049,185,NA,687.737
2007,NH,29,New Hampshire,NA,0.56498468,NA,185,NA,659.655
2008,NH,29,New Hampshire,NA,0.56457907,NA,185,NA,635.505
2009,NH,29,New Hampshire,NA,0.56922418,NA,185,NA,689.527
2010,NH,29,New Hampshire,NA,0.58254176,NA,185,NA,678.668
2011,NH,29,New Hampshire,NA,0.5876956,NA,185,NA,657.624
2012,NH,29,New Hampshire,1761943,0.59674364,NA,185,NA,644.098
2013,NH,29,New Hampshire,1682499,0.58112568,NA,NA,NA,631.469
2014,NH,29,New Hampshire,1764553,NA,NA,NA,NA,NA
2015,NH,29,New Hampshire,2112515,NA,NA,NA,NA,NA
2016,NH,29,New Hampshire,2389176,NA,NA,NA,NA,NA
2017,NH,29,New Hampshire,NA,NA,NA,NA,NA,NA
2018,NH,29,New Hampshire,NA,NA,NA,NA,NA,NA
2019,NH,29,New Hampshire,NA,NA,NA,NA,NA,NA
2020,NH,29,New Hampshire,NA,NA,NA,NA,NA,NA
1900,NJ,30,New Jersey,NA,NA,NA,NA,NA,NA
1901,NJ,30,New Jersey,NA,NA,NA,NA,NA,NA
1902,NJ,30,New Jersey,NA,NA,NA,NA,NA,NA
1903,NJ,30,New Jersey,NA,NA,NA,NA,NA,NA
1904,NJ,30,New Jersey,NA,NA,NA,NA,NA,NA
1905,NJ,30,New Jersey,NA,NA,NA,NA,NA,NA
1906,NJ,30,New Jersey,NA,NA,NA,NA,NA,NA
1907,NJ,30,New Jersey,NA,NA,NA,NA,NA,NA
1908,NJ,30,New Jersey,NA,NA,NA,NA,NA,NA
1909,NJ,30,New Jersey,NA,NA,NA,NA,NA,NA
1910,NJ,30,New Jersey,NA,NA,NA,NA,NA,NA
1911,NJ,30,New Jersey,NA,NA,NA,NA,NA,NA
1912,NJ,30,New Jersey,NA,NA,NA,NA,NA,NA
1913,NJ,30,New Jersey,NA,NA,NA,NA,NA,NA
1914,NJ,30,New Jersey,NA,NA,NA,NA,NA,NA
1915,NJ,30,New Jersey,NA,NA,NA,NA,NA,NA
1916,NJ,30,New Jersey,NA,NA,NA,NA,NA,NA
1917,NJ,30,New Jersey,NA,0.51220065,NA,NA,NA,NA
1918,NJ,30,New Jersey,NA,0.43343371,NA,NA,NA,NA
1919,NJ,30,New Jersey,NA,0.43744335,NA,NA,NA,NA
1920,NJ,30,New Jersey,NA,0.40334073,NA,NA,NA,NA
1921,NJ,30,New Jersey,NA,0.42259067,NA,NA,NA,NA
1922,NJ,30,New Jersey,NA,0.43651411,NA,NA,NA,NA
1923,NJ,30,New Jersey,NA,0.43575403,NA,NA,NA,NA
1924,NJ,30,New Jersey,NA,0.4396871,NA,NA,NA,NA
1925,NJ,30,New Jersey,NA,0.51165307,NA,NA,NA,NA
1926,NJ,30,New Jersey,NA,0.51066542,NA,NA,NA,NA
1927,NJ,30,New Jersey,NA,0.52397001,NA,NA,NA,NA
1928,NJ,30,New Jersey,NA,0.54927874,NA,NA,NA,NA
1929,NJ,30,New Jersey,NA,0.5432775,NA,NA,NA,NA
